n,e*log(n),n,e*log(n) <= n
10.9370,6.5025,10.9370,Si
10.9380,6.5028,10.9380,Si
10.9390,6.5030,10.9390,Si
10.9400,6.5033,10.9400,Si
10.9410,6.5035,10.9410,Si
10.9420,6.5038,10.9420,Si
10.9430,6.5040,10.9430,Si
10.9440,6.5043,10.9440,Si
10.9450,6.5045,10.9450,Si
10.9460,6.5048,10.9460,Si
10.9470,6.5050,10.9470,Si
10.9480,6.5053,10.9480,Si
10.9490,6.5055,10.9490,Si
10.9500,6.5058,10.9500,Si
10.9510,6.5060,10.9510,Si
10.9520,6.5063,10.9520,Si
10.9530,6.5065,10.9530,Si
10.9540,6.5068,10.9540,Si
10.9550,6.5070,10.9550,Si
10.9560,6.5073,10.9560,Si
10.9570,6.5075,10.9570,Si
10.9580,6.5078,10.9580,Si
10.9590,6.5080,10.9590,Si
10.9600,6.5083,10.9600,Si
10.9610,6.5085,10.9610,Si
10.9620,6.5087,10.9620,Si
10.9630,6.5090,10.9630,Si
10.9640,6.5092,10.9640,Si
10.9650,6.5095,10.9650,Si
10.9660,6.5097,10.9660,Si
10.9670,6.5100,10.9670,Si
10.9680,6.5102,10.9680,Si
10.9690,6.5105,10.9690,Si
10.9700,6.5107,10.9700,Si
10.9710,6.5110,10.9710,Si
10.9720,6.5112,10.9720,Si
10.9730,6.5115,10.9730,Si
10.9740,6.5117,10.9740,Si
10.9750,6.5120,10.9750,Si
10.9760,6.5122,10.9760,Si
10.9770,6.5125,10.9770,Si
10.9780,6.5127,10.9780,Si
10.9790,6.5130,10.9790,Si
10.9800,6.5132,10.9800,Si
10.9810,6.5135,10.9810,Si
10.9820,6.5137,10.9820,Si
10.9830,6.5140,10.9830,Si
10.9840,6.5142,10.9840,Si
10.9850,6.5144,10.9850,Si
10.9860,6.5147,10.9860,Si
10.9870,6.5149,10.9870,Si
10.9880,6.5152,10.9880,Si
10.9890,6.5154,10.9890,Si
10.9900,6.5157,10.9900,Si
10.9910,6.5159,10.9910,Si
10.9920,6.5162,10.9920,Si
10.9930,6.5164,10.9930,Si
10.9940,6.5167,10.9940,Si
10.9950,6.5169,10.9950,Si
10.9960,6.5172,10.9960,Si
10.9970,6.5174,10.9970,Si
10.9980,6.5177,10.9980,Si
10.9990,6.5179,10.9990,Si
11.0000,6.5182,11.0000,Si
11.0010,6.5184,11.0010,Si
11.0020,6.5186,11.0020,Si
11.0030,6.5189,11.0030,Si
11.0040,6.5191,11.0040,Si
11.0050,6.5194,11.0050,Si
11.0060,6.5196,11.0060,Si
11.0070,6.5199,11.0070,Si
11.0080,6.5201,11.0080,Si
11.0090,6.5204,11.0090,Si
11.0100,6.5206,11.0100,Si
11.0110,6.5209,11.0110,Si
11.0120,6.5211,11.0120,Si
11.0130,6.5214,11.0130,Si
11.0140,6.5216,11.0140,Si
11.0150,6.5219,11.0150,Si
11.0160,6.5221,11.0160,Si
11.0170,6.5224,11.0170,Si
11.0180,6.5226,11.0180,Si
11.0190,6.5228,11.0190,Si
11.0200,6.5231,11.0200,Si
11.0210,6.5233,11.0210,Si
11.0220,6.5236,11.0220,Si
11.0230,6.5238,11.0230,Si
11.0240,6.5241,11.0240,Si
11.0250,6.5243,11.0250,Si
11.0260,6.5246,11.0260,Si
11.0270,6.5248,11.0270,Si
11.0280,6.5251,11.0280,Si
11.0290,6.5253,11.0290,Si
11.0300,6.5256,11.0300,Si
11.0310,6.5258,11.0310,Si
11.0320,6.5261,11.0320,Si
11.0330,6.5263,11.0330,Si
11.0340,6.5265,11.0340,Si
11.0350,6.5268,11.0350,Si
11.0360,6.5270,11.0360,Si
11.0370,6.5273,11.0370,Si
11.0380,6.5275,11.0380,Si
11.0390,6.5278,11.0390,Si
11.0400,6.5280,11.0400,Si
11.0410,6.5283,11.0410,Si
11.0420,6.5285,11.0420,Si
11.0430,6.5288,11.0430,Si
11.0440,6.5290,11.0440,Si
11.0450,6.5293,11.0450,Si
11.0460,6.5295,11.0460,Si
11.0470,6.5297,11.0470,Si
11.0480,6.5300,11.0480,Si
11.0490,6.5302,11.0490,Si
11.0500,6.5305,11.0500,Si
11.0510,6.5307,11.0510,Si
11.0520,6.5310,11.0520,Si
11.0530,6.5312,11.0530,Si
11.0540,6.5315,11.0540,Si
11.0550,6.5317,11.0550,Si
11.0560,6.5320,11.0560,Si
11.0570,6.5322,11.0570,Si
11.0580,6.5325,11.0580,Si
11.0590,6.5327,11.0590,Si
11.0600,6.5329,11.0600,Si
11.0610,6.5332,11.0610,Si
11.0620,6.5334,11.0620,Si
11.0630,6.5337,11.0630,Si
11.0640,6.5339,11.0640,Si
11.0650,6.5342,11.0650,Si
11.0660,6.5344,11.0660,Si
11.0670,6.5347,11.0670,Si
11.0680,6.5349,11.0680,Si
11.0690,6.5352,11.0690,Si
11.0700,6.5354,11.0700,Si
11.0710,6.5356,11.0710,Si
11.0720,6.5359,11.0720,Si
11.0730,6.5361,11.0730,Si
11.0740,6.5364,11.0740,Si
11.0750,6.5366,11.0750,Si
11.0760,6.5369,11.0760,Si
11.0770,6.5371,11.0770,Si
11.0780,6.5374,11.0780,Si
11.0790,6.5376,11.0790,Si
11.0800,6.5379,11.0800,Si
11.0810,6.5381,11.0810,Si
11.0820,6.5383,11.0820,Si
11.0830,6.5386,11.0830,Si
11.0840,6.5388,11.0840,Si
11.0850,6.5391,11.0850,Si
11.0860,6.5393,11.0860,Si
11.0870,6.5396,11.0870,Si
11.0880,6.5398,11.0880,Si
11.0890,6.5401,11.0890,Si
11.0900,6.5403,11.0900,Si
11.0910,6.5406,11.0910,Si
11.0920,6.5408,11.0920,Si
11.0930,6.5410,11.0930,Si
11.0940,6.5413,11.0940,Si
11.0950,6.5415,11.0950,Si
11.0960,6.5418,11.0960,Si
11.0970,6.5420,11.0970,Si
11.0980,6.5423,11.0980,Si
11.0990,6.5425,11.0990,Si
11.1000,6.5428,11.1000,Si
11.1010,6.5430,11.1010,Si
11.1020,6.5432,11.1020,Si
11.1030,6.5435,11.1030,Si
11.1040,6.5437,11.1040,Si
11.1050,6.5440,11.1050,Si
11.1060,6.5442,11.1060,Si
11.1070,6.5445,11.1070,Si
11.1080,6.5447,11.1080,Si
11.1090,6.5450,11.1090,Si
11.1100,6.5452,11.1100,Si
11.1110,6.5454,11.1110,Si
11.1120,6.5457,11.1120,Si
11.1130,6.5459,11.1130,Si
11.1140,6.5462,11.1140,Si
11.1150,6.5464,11.1150,Si
11.1160,6.5467,11.1160,Si
11.1170,6.5469,11.1170,Si
11.1180,6.5472,11.1180,Si
11.1190,6.5474,11.1190,Si
11.1200,6.5476,11.1200,Si
11.1210,6.5479,11.1210,Si
11.1220,6.5481,11.1220,Si
11.1230,6.5484,11.1230,Si
11.1240,6.5486,11.1240,Si
11.1250,6.5489,11.1250,Si
11.1260,6.5491,11.1260,Si
11.1270,6.5494,11.1270,Si
11.1280,6.5496,11.1280,Si
11.1290,6.5498,11.1290,Si
11.1300,6.5501,11.1300,Si
11.1310,6.5503,11.1310,Si
11.1320,6.5506,11.1320,Si
11.1330,6.5508,11.1330,Si
11.1340,6.5511,11.1340,Si
11.1350,6.5513,11.1350,Si
11.1360,6.5516,11.1360,Si
11.1370,6.5518,11.1370,Si
11.1380,6.5520,11.1380,Si
11.1390,6.5523,11.1390,Si
11.1400,6.5525,11.1400,Si
11.1410,6.5528,11.1410,Si
11.1420,6.5530,11.1420,Si
11.1430,6.5533,11.1430,Si
11.1440,6.5535,11.1440,Si
11.1450,6.5538,11.1450,Si
11.1460,6.5540,11.1460,Si
11.1470,6.5542,11.1470,Si
11.1480,6.5545,11.1480,Si
11.1490,6.5547,11.1490,Si
11.1500,6.5550,11.1500,Si
11.1510,6.5552,11.1510,Si
11.1520,6.5555,11.1520,Si
11.1530,6.5557,11.1530,Si
11.1540,6.5559,11.1540,Si
11.1550,6.5562,11.1550,Si
11.1560,6.5564,11.1560,Si
11.1570,6.5567,11.1570,Si
11.1580,6.5569,11.1580,Si
11.1590,6.5572,11.1590,Si
11.1600,6.5574,11.1600,Si
11.1610,6.5577,11.1610,Si
11.1620,6.5579,11.1620,Si
11.1630,6.5581,11.1630,Si
11.1640,6.5584,11.1640,Si
11.1650,6.5586,11.1650,Si
11.1660,6.5589,11.1660,Si
11.1670,6.5591,11.1670,Si
11.1680,6.5594,11.1680,Si
11.1690,6.5596,11.1690,Si
11.1700,6.5598,11.1700,Si
11.1710,6.5601,11.1710,Si
11.1720,6.5603,11.1720,Si
11.1730,6.5606,11.1730,Si
11.1740,6.5608,11.1740,Si
11.1750,6.5611,11.1750,Si
11.1760,6.5613,11.1760,Si
11.1770,6.5615,11.1770,Si
11.1780,6.5618,11.1780,Si
11.1790,6.5620,11.1790,Si
11.1800,6.5623,11.1800,Si
11.1810,6.5625,11.1810,Si
11.1820,6.5628,11.1820,Si
11.1830,6.5630,11.1830,Si
11.1840,6.5632,11.1840,Si
11.1850,6.5635,11.1850,Si
11.1860,6.5637,11.1860,Si
11.1870,6.5640,11.1870,Si
11.1880,6.5642,11.1880,Si
11.1890,6.5645,11.1890,Si
11.1900,6.5647,11.1900,Si
11.1910,6.5649,11.1910,Si
11.1920,6.5652,11.1920,Si
11.1930,6.5654,11.1930,Si
11.1940,6.5657,11.1940,Si
11.1950,6.5659,11.1950,Si
11.1960,6.5662,11.1960,Si
11.1970,6.5664,11.1970,Si
11.1980,6.5666,11.1980,Si
11.1990,6.5669,11.1990,Si
11.2000,6.5671,11.2000,Si
11.2010,6.5674,11.2010,Si
11.2020,6.5676,11.2020,Si
11.2030,6.5679,11.2030,Si
11.2040,6.5681,11.2040,Si
11.2050,6.5683,11.2050,Si
11.2060,6.5686,11.2060,Si
11.2070,6.5688,11.2070,Si
11.2080,6.5691,11.2080,Si
11.2090,6.5693,11.2090,Si
11.2100,6.5696,11.2100,Si
11.2110,6.5698,11.2110,Si
11.2120,6.5700,11.2120,Si
11.2130,6.5703,11.2130,Si
11.2140,6.5705,11.2140,Si
11.2150,6.5708,11.2150,Si
11.2160,6.5710,11.2160,Si
11.2170,6.5713,11.2170,Si
11.2180,6.5715,11.2180,Si
11.2190,6.5717,11.2190,Si
11.2200,6.5720,11.2200,Si
11.2210,6.5722,11.2210,Si
11.2220,6.5725,11.2220,Si
11.2230,6.5727,11.2230,Si
11.2240,6.5730,11.2240,Si
11.2250,6.5732,11.2250,Si
11.2260,6.5734,11.2260,Si
11.2270,6.5737,11.2270,Si
11.2280,6.5739,11.2280,Si
11.2290,6.5742,11.2290,Si
11.2300,6.5744,11.2300,Si
11.2310,6.5746,11.2310,Si
11.2320,6.5749,11.2320,Si
11.2330,6.5751,11.2330,Si
11.2340,6.5754,11.2340,Si
11.2350,6.5756,11.2350,Si
11.2360,6.5759,11.2360,Si
11.2370,6.5761,11.2370,Si
11.2380,6.5763,11.2380,Si
11.2390,6.5766,11.2390,Si
11.2400,6.5768,11.2400,Si
11.2410,6.5771,11.2410,Si
11.2420,6.5773,11.2420,Si
11.2430,6.5776,11.2430,Si
11.2440,6.5778,11.2440,Si
11.2450,6.5780,11.2450,Si
11.2460,6.5783,11.2460,Si
11.2470,6.5785,11.2470,Si
11.2480,6.5788,11.2480,Si
11.2490,6.5790,11.2490,Si
11.2500,6.5792,11.2500,Si
11.2510,6.5795,11.2510,Si
11.2520,6.5797,11.2520,Si
11.2530,6.5800,11.2530,Si
11.2540,6.5802,11.2540,Si
11.2550,6.5805,11.2550,Si
11.2560,6.5807,11.2560,Si
11.2570,6.5809,11.2570,Si
11.2580,6.5812,11.2580,Si
11.2590,6.5814,11.2590,Si
11.2600,6.5817,11.2600,Si
11.2610,6.5819,11.2610,Si
11.2620,6.5821,11.2620,Si
11.2630,6.5824,11.2630,Si
11.2640,6.5826,11.2640,Si
11.2650,6.5829,11.2650,Si
11.2660,6.5831,11.2660,Si
11.2670,6.5833,11.2670,Si
11.2680,6.5836,11.2680,Si
11.2690,6.5838,11.2690,Si
11.2700,6.5841,11.2700,Si
11.2710,6.5843,11.2710,Si
11.2720,6.5846,11.2720,Si
11.2730,6.5848,11.2730,Si
11.2740,6.5850,11.2740,Si
11.2750,6.5853,11.2750,Si
11.2760,6.5855,11.2760,Si
11.2770,6.5858,11.2770,Si
11.2780,6.5860,11.2780,Si
11.2790,6.5862,11.2790,Si
11.2800,6.5865,11.2800,Si
11.2810,6.5867,11.2810,Si
11.2820,6.5870,11.2820,Si
11.2830,6.5872,11.2830,Si
11.2840,6.5874,11.2840,Si
11.2850,6.5877,11.2850,Si
11.2860,6.5879,11.2860,Si
11.2870,6.5882,11.2870,Si
11.2880,6.5884,11.2880,Si
11.2890,6.5886,11.2890,Si
11.2900,6.5889,11.2900,Si
11.2910,6.5891,11.2910,Si
11.2920,6.5894,11.2920,Si
11.2930,6.5896,11.2930,Si
11.2940,6.5899,11.2940,Si
11.2950,6.5901,11.2950,Si
11.2960,6.5903,11.2960,Si
11.2970,6.5906,11.2970,Si
11.2980,6.5908,11.2980,Si
11.2990,6.5911,11.2990,Si
11.3000,6.5913,11.3000,Si
11.3010,6.5915,11.3010,Si
11.3020,6.5918,11.3020,Si
11.3030,6.5920,11.3030,Si
11.3040,6.5923,11.3040,Si
11.3050,6.5925,11.3050,Si
11.3060,6.5927,11.3060,Si
11.3070,6.5930,11.3070,Si
11.3080,6.5932,11.3080,Si
11.3090,6.5935,11.3090,Si
11.3100,6.5937,11.3100,Si
11.3110,6.5939,11.3110,Si
11.3120,6.5942,11.3120,Si
11.3130,6.5944,11.3130,Si
11.3140,6.5947,11.3140,Si
11.3150,6.5949,11.3150,Si
11.3160,6.5951,11.3160,Si
11.3170,6.5954,11.3170,Si
11.3180,6.5956,11.3180,Si
11.3190,6.5959,11.3190,Si
11.3200,6.5961,11.3200,Si
11.3210,6.5963,11.3210,Si
11.3220,6.5966,11.3220,Si
11.3230,6.5968,11.3230,Si
11.3240,6.5971,11.3240,Si
11.3250,6.5973,11.3250,Si
11.3260,6.5975,11.3260,Si
11.3270,6.5978,11.3270,Si
11.3280,6.5980,11.3280,Si
11.3290,6.5983,11.3290,Si
11.3300,6.5985,11.3300,Si
11.3310,6.5987,11.3310,Si
11.3320,6.5990,11.3320,Si
11.3330,6.5992,11.3330,Si
11.3340,6.5995,11.3340,Si
11.3350,6.5997,11.3350,Si
11.3360,6.5999,11.3360,Si
11.3370,6.6002,11.3370,Si
11.3380,6.6004,11.3380,Si
11.3390,6.6007,11.3390,Si
11.3400,6.6009,11.3400,Si
11.3410,6.6011,11.3410,Si
11.3420,6.6014,11.3420,Si
11.3430,6.6016,11.3430,Si
11.3440,6.6019,11.3440,Si
11.3450,6.6021,11.3450,Si
11.3460,6.6023,11.3460,Si
11.3470,6.6026,11.3470,Si
11.3480,6.6028,11.3480,Si
11.3490,6.6031,11.3490,Si
11.3500,6.6033,11.3500,Si
11.3510,6.6035,11.3510,Si
11.3520,6.6038,11.3520,Si
11.3530,6.6040,11.3530,Si
11.3540,6.6043,11.3540,Si
11.3550,6.6045,11.3550,Si
11.3560,6.6047,11.3560,Si
11.3570,6.6050,11.3570,Si
11.3580,6.6052,11.3580,Si
11.3590,6.6055,11.3590,Si
11.3600,6.6057,11.3600,Si
11.3610,6.6059,11.3610,Si
11.3620,6.6062,11.3620,Si
11.3630,6.6064,11.3630,Si
11.3640,6.6066,11.3640,Si
11.3650,6.6069,11.3650,Si
11.3660,6.6071,11.3660,Si
11.3670,6.6074,11.3670,Si
11.3680,6.6076,11.3680,Si
11.3690,6.6078,11.3690,Si
11.3700,6.6081,11.3700,Si
11.3710,6.6083,11.3710,Si
11.3720,6.6086,11.3720,Si
11.3730,6.6088,11.3730,Si
11.3740,6.6090,11.3740,Si
11.3750,6.6093,11.3750,Si
11.3760,6.6095,11.3760,Si
11.3770,6.6098,11.3770,Si
11.3780,6.6100,11.3780,Si
11.3790,6.6102,11.3790,Si
11.3800,6.6105,11.3800,Si
11.3810,6.6107,11.3810,Si
11.3820,6.6110,11.3820,Si
11.3830,6.6112,11.3830,Si
11.3840,6.6114,11.3840,Si
11.3850,6.6117,11.3850,Si
11.3860,6.6119,11.3860,Si
11.3870,6.6121,11.3870,Si
11.3880,6.6124,11.3880,Si
11.3890,6.6126,11.3890,Si
11.3900,6.6129,11.3900,Si
11.3910,6.6131,11.3910,Si
11.3920,6.6133,11.3920,Si
11.3930,6.6136,11.3930,Si
11.3940,6.6138,11.3940,Si
11.3950,6.6141,11.3950,Si
11.3960,6.6143,11.3960,Si
11.3970,6.6145,11.3970,Si
11.3980,6.6148,11.3980,Si
11.3990,6.6150,11.3990,Si
11.4000,6.6152,11.4000,Si
11.4010,6.6155,11.4010,Si
11.4020,6.6157,11.4020,Si
11.4030,6.6160,11.4030,Si
11.4040,6.6162,11.4040,Si
11.4050,6.6164,11.4050,Si
11.4060,6.6167,11.4060,Si
11.4070,6.6169,11.4070,Si
11.4080,6.6172,11.4080,Si
11.4090,6.6174,11.4090,Si
11.4100,6.6176,11.4100,Si
11.4110,6.6179,11.4110,Si
11.4120,6.6181,11.4120,Si
11.4130,6.6183,11.4130,Si
11.4140,6.6186,11.4140,Si
11.4150,6.6188,11.4150,Si
11.4160,6.6191,11.4160,Si
11.4170,6.6193,11.4170,Si
11.4180,6.6195,11.4180,Si
11.4190,6.6198,11.4190,Si
11.4200,6.6200,11.4200,Si
11.4210,6.6202,11.4210,Si
11.4220,6.6205,11.4220,Si
11.4230,6.6207,11.4230,Si
11.4240,6.6210,11.4240,Si
11.4250,6.6212,11.4250,Si
11.4260,6.6214,11.4260,Si
11.4270,6.6217,11.4270,Si
11.4280,6.6219,11.4280,Si
11.4290,6.6222,11.4290,Si
11.4300,6.6224,11.4300,Si
11.4310,6.6226,11.4310,Si
11.4320,6.6229,11.4320,Si
11.4330,6.6231,11.4330,Si
11.4340,6.6233,11.4340,Si
11.4350,6.6236,11.4350,Si
11.4360,6.6238,11.4360,Si
11.4370,6.6241,11.4370,Si
11.4380,6.6243,11.4380,Si
11.4390,6.6245,11.4390,Si
11.4400,6.6248,11.4400,Si
11.4410,6.6250,11.4410,Si
11.4420,6.6252,11.4420,Si
11.4430,6.6255,11.4430,Si
11.4440,6.6257,11.4440,Si
11.4450,6.6260,11.4450,Si
11.4460,6.6262,11.4460,Si
11.4470,6.6264,11.4470,Si
11.4480,6.6267,11.4480,Si
11.4490,6.6269,11.4490,Si
11.4500,6.6271,11.4500,Si
11.4510,6.6274,11.4510,Si
11.4520,6.6276,11.4520,Si
11.4530,6.6279,11.4530,Si
11.4540,6.6281,11.4540,Si
11.4550,6.6283,11.4550,Si
11.4560,6.6286,11.4560,Si
11.4570,6.6288,11.4570,Si
11.4580,6.6290,11.4580,Si
11.4590,6.6293,11.4590,Si
11.4600,6.6295,11.4600,Si
11.4610,6.6298,11.4610,Si
11.4620,6.6300,11.4620,Si
11.4630,6.6302,11.4630,Si
11.4640,6.6305,11.4640,Si
11.4650,6.6307,11.4650,Si
11.4660,6.6309,11.4660,Si
11.4670,6.6312,11.4670,Si
11.4680,6.6314,11.4680,Si
11.4690,6.6317,11.4690,Si
11.4700,6.6319,11.4700,Si
11.4710,6.6321,11.4710,Si
11.4720,6.6324,11.4720,Si
11.4730,6.6326,11.4730,Si
11.4740,6.6328,11.4740,Si
11.4750,6.6331,11.4750,Si
11.4760,6.6333,11.4760,Si
11.4770,6.6335,11.4770,Si
11.4780,6.6338,11.4780,Si
11.4790,6.6340,11.4790,Si
11.4800,6.6343,11.4800,Si
11.4810,6.6345,11.4810,Si
11.4820,6.6347,11.4820,Si
11.4830,6.6350,11.4830,Si
11.4840,6.6352,11.4840,Si
11.4850,6.6354,11.4850,Si
11.4860,6.6357,11.4860,Si
11.4870,6.6359,11.4870,Si
11.4880,6.6361,11.4880,Si
11.4890,6.6364,11.4890,Si
11.4900,6.6366,11.4900,Si
11.4910,6.6369,11.4910,Si
11.4920,6.6371,11.4920,Si
11.4930,6.6373,11.4930,Si
11.4940,6.6376,11.4940,Si
11.4950,6.6378,11.4950,Si
11.4960,6.6380,11.4960,Si
11.4970,6.6383,11.4970,Si
11.4980,6.6385,11.4980,Si
11.4990,6.6388,11.4990,Si
11.5000,6.6390,11.5000,Si
11.5010,6.6392,11.5010,Si
11.5020,6.6395,11.5020,Si
11.5030,6.6397,11.5030,Si
11.5040,6.6399,11.5040,Si
11.5050,6.6402,11.5050,Si
11.5060,6.6404,11.5060,Si
11.5070,6.6406,11.5070,Si
11.5080,6.6409,11.5080,Si
11.5090,6.6411,11.5090,Si
11.5100,6.6414,11.5100,Si
11.5110,6.6416,11.5110,Si
11.5120,6.6418,11.5120,Si
11.5130,6.6421,11.5130,Si
11.5140,6.6423,11.5140,Si
11.5150,6.6425,11.5150,Si
11.5160,6.6428,11.5160,Si
11.5170,6.6430,11.5170,Si
11.5180,6.6432,11.5180,Si
11.5190,6.6435,11.5190,Si
11.5200,6.6437,11.5200,Si
11.5210,6.6439,11.5210,Si
11.5220,6.6442,11.5220,Si
11.5230,6.6444,11.5230,Si
11.5240,6.6447,11.5240,Si
11.5250,6.6449,11.5250,Si
11.5260,6.6451,11.5260,Si
11.5270,6.6454,11.5270,Si
11.5280,6.6456,11.5280,Si
11.5290,6.6458,11.5290,Si
11.5300,6.6461,11.5300,Si
11.5310,6.6463,11.5310,Si
11.5320,6.6465,11.5320,Si
11.5330,6.6468,11.5330,Si
11.5340,6.6470,11.5340,Si
11.5350,6.6472,11.5350,Si
11.5360,6.6475,11.5360,Si
11.5370,6.6477,11.5370,Si
11.5380,6.6480,11.5380,Si
11.5390,6.6482,11.5390,Si
11.5400,6.6484,11.5400,Si
11.5410,6.6487,11.5410,Si
11.5420,6.6489,11.5420,Si
11.5430,6.6491,11.5430,Si
11.5440,6.6494,11.5440,Si
11.5450,6.6496,11.5450,Si
11.5460,6.6498,11.5460,Si
11.5470,6.6501,11.5470,Si
11.5480,6.6503,11.5480,Si
11.5490,6.6505,11.5490,Si
11.5500,6.6508,11.5500,Si
11.5510,6.6510,11.5510,Si
11.5520,6.6513,11.5520,Si
11.5530,6.6515,11.5530,Si
11.5540,6.6517,11.5540,Si
11.5550,6.6520,11.5550,Si
11.5560,6.6522,11.5560,Si
11.5570,6.6524,11.5570,Si
11.5580,6.6527,11.5580,Si
11.5590,6.6529,11.5590,Si
11.5600,6.6531,11.5600,Si
11.5610,6.6534,11.5610,Si
11.5620,6.6536,11.5620,Si
11.5630,6.6538,11.5630,Si
11.5640,6.6541,11.5640,Si
11.5650,6.6543,11.5650,Si
11.5660,6.6545,11.5660,Si
11.5670,6.6548,11.5670,Si
11.5680,6.6550,11.5680,Si
11.5690,6.6552,11.5690,Si
11.5700,6.6555,11.5700,Si
11.5710,6.6557,11.5710,Si
11.5720,6.6560,11.5720,Si
11.5730,6.6562,11.5730,Si
11.5740,6.6564,11.5740,Si
11.5750,6.6567,11.5750,Si
11.5760,6.6569,11.5760,Si
11.5770,6.6571,11.5770,Si
11.5780,6.6574,11.5780,Si
11.5790,6.6576,11.5790,Si
11.5800,6.6578,11.5800,Si
11.5810,6.6581,11.5810,Si
11.5820,6.6583,11.5820,Si
11.5830,6.6585,11.5830,Si
11.5840,6.6588,11.5840,Si
11.5850,6.6590,11.5850,Si
11.5860,6.6592,11.5860,Si
11.5870,6.6595,11.5870,Si
11.5880,6.6597,11.5880,Si
11.5890,6.6599,11.5890,Si
11.5900,6.6602,11.5900,Si
11.5910,6.6604,11.5910,Si
11.5920,6.6606,11.5920,Si
11.5930,6.6609,11.5930,Si
11.5940,6.6611,11.5940,Si
11.5950,6.6614,11.5950,Si
11.5960,6.6616,11.5960,Si
11.5970,6.6618,11.5970,Si
11.5980,6.6621,11.5980,Si
11.5990,6.6623,11.5990,Si
11.6000,6.6625,11.6000,Si
11.6010,6.6628,11.6010,Si
11.6020,6.6630,11.6020,Si
11.6030,6.6632,11.6030,Si
11.6040,6.6635,11.6040,Si
11.6050,6.6637,11.6050,Si
11.6060,6.6639,11.6060,Si
11.6070,6.6642,11.6070,Si
11.6080,6.6644,11.6080,Si
11.6090,6.6646,11.6090,Si
11.6100,6.6649,11.6100,Si
11.6110,6.6651,11.6110,Si
11.6120,6.6653,11.6120,Si
11.6130,6.6656,11.6130,Si
11.6140,6.6658,11.6140,Si
11.6150,6.6660,11.6150,Si
11.6160,6.6663,11.6160,Si
11.6170,6.6665,11.6170,Si
11.6180,6.6667,11.6180,Si
11.6190,6.6670,11.6190,Si
11.6200,6.6672,11.6200,Si
11.6210,6.6674,11.6210,Si
11.6220,6.6677,11.6220,Si
11.6230,6.6679,11.6230,Si
11.6240,6.6681,11.6240,Si
11.6250,6.6684,11.6250,Si
11.6260,6.6686,11.6260,Si
11.6270,6.6688,11.6270,Si
11.6280,6.6691,11.6280,Si
11.6290,6.6693,11.6290,Si
11.6300,6.6695,11.6300,Si
11.6310,6.6698,11.6310,Si
11.6320,6.6700,11.6320,Si
11.6330,6.6702,11.6330,Si
11.6340,6.6705,11.6340,Si
11.6350,6.6707,11.6350,Si
11.6360,6.6709,11.6360,Si
11.6370,6.6712,11.6370,Si
11.6380,6.6714,11.6380,Si
11.6390,6.6716,11.6390,Si
11.6400,6.6719,11.6400,Si
11.6410,6.6721,11.6410,Si
11.6420,6.6723,11.6420,Si
11.6430,6.6726,11.6430,Si
11.6440,6.6728,11.6440,Si
11.6450,6.6730,11.6450,Si
11.6460,6.6733,11.6460,Si
11.6470,6.6735,11.6470,Si
11.6480,6.6737,11.6480,Si
11.6490,6.6740,11.6490,Si
11.6500,6.6742,11.6500,Si
11.6510,6.6744,11.6510,Si
11.6520,6.6747,11.6520,Si
11.6530,6.6749,11.6530,Si
11.6540,6.6751,11.6540,Si
11.6550,6.6754,11.6550,Si
11.6560,6.6756,11.6560,Si
11.6570,6.6758,11.6570,Si
11.6580,6.6761,11.6580,Si
11.6590,6.6763,11.6590,Si
11.6600,6.6765,11.6600,Si
11.6610,6.6768,11.6610,Si
11.6620,6.6770,11.6620,Si
11.6630,6.6772,11.6630,Si
11.6640,6.6775,11.6640,Si
11.6650,6.6777,11.6650,Si
11.6660,6.6779,11.6660,Si
11.6670,6.6782,11.6670,Si
11.6680,6.6784,11.6680,Si
11.6690,6.6786,11.6690,Si
11.6700,6.6789,11.6700,Si
11.6710,6.6791,11.6710,Si
11.6720,6.6793,11.6720,Si
11.6730,6.6796,11.6730,Si
11.6740,6.6798,11.6740,Si
11.6750,6.6800,11.6750,Si
11.6760,6.6803,11.6760,Si
11.6770,6.6805,11.6770,Si
11.6780,6.6807,11.6780,Si
11.6790,6.6810,11.6790,Si
11.6800,6.6812,11.6800,Si
11.6810,6.6814,11.6810,Si
11.6820,6.6817,11.6820,Si
11.6830,6.6819,11.6830,Si
11.6840,6.6821,11.6840,Si
11.6850,6.6824,11.6850,Si
11.6860,6.6826,11.6860,Si
11.6870,6.6828,11.6870,Si
11.6880,6.6831,11.6880,Si
11.6890,6.6833,11.6890,Si
11.6900,6.6835,11.6900,Si
11.6910,6.6838,11.6910,Si
11.6920,6.6840,11.6920,Si
11.6930,6.6842,11.6930,Si
11.6940,6.6845,11.6940,Si
11.6950,6.6847,11.6950,Si
11.6960,6.6849,11.6960,Si
11.6970,6.6852,11.6970,Si
11.6980,6.6854,11.6980,Si
11.6990,6.6856,11.6990,Si
11.7000,6.6859,11.7000,Si
11.7010,6.6861,11.7010,Si
11.7020,6.6863,11.7020,Si
11.7030,6.6866,11.7030,Si
11.7040,6.6868,11.7040,Si
11.7050,6.6870,11.7050,Si
11.7060,6.6872,11.7060,Si
11.7070,6.6875,11.7070,Si
11.7080,6.6877,11.7080,Si
11.7090,6.6879,11.7090,Si
11.7100,6.6882,11.7100,Si
11.7110,6.6884,11.7110,Si
11.7120,6.6886,11.7120,Si
